,CV,time,AHT,time24,hour,day,lasthr01
379,604,2018-05-29 09:00:00,633.0579470198676,09:00:00,9,1,1
380,506,2018-05-29 09:30:00,686.9308300395257,09:30:00,9,1,1
381,523,2018-05-29 10:00:00,705.1625239005737,10:00:00,10,1,1
382,644,2018-05-29 10:30:00,656.1195652173913,10:30:00,10,1,1
383,602,2018-05-29 11:30:00,661.9734219269103,11:30:00,11,1,1
384,675,2018-05-29 12:00:00,625.12,12:00:00,12,1,1
385,660,2018-05-29 12:30:00,667.9409090909091,12:30:00,12,1,1
386,603,2018-05-29 13:30:00,698.8308457711443,13:30:00,13,1,1
387,656,2018-05-29 14:30:00,680.1692073170732,14:30:00,14,1,1
388,629,2018-05-29 15:00:00,683.9173290937997,15:00:00,15,1,1
389,533,2018-05-29 15:30:00,699.7767354596623,15:30:00,15,1,1
390,467,2018-05-29 16:30:00,701.1370449678801,16:30:00,16,1,1
391,320,2018-05-29 17:30:00,692.684375,17:30:00,17,1,1
392,148,2018-05-29 18:00:00,732.4324324324324,18:00:00,18,1,1
393,135,2018-05-29 18:30:00,513.2222222222222,18:30:00,18,1,1
394,5,2018-05-29 19:00:00,201.6,19:00:00,19,1,0
395,2,2018-05-29 19:30:00,253.5,19:30:00,19,1,0
396,154,2018-05-30 07:30:00,532.577922077922,07:30:00,7,2,1
397,293,2018-05-30 08:00:00,599.6621160409557,08:00:00,8,2,1
398,295,2018-05-30 08:30:00,695.064406779661,08:30:00,8,2,1
399,431,2018-05-30 09:00:00,676.5359628770302,09:00:00,9,2,1
400,496,2018-05-30 09:30:00,710.4556451612904,09:30:00,9,2,1
401,442,2018-05-30 10:00:00,679.8054298642534,10:00:00,10,2,1
402,538,2018-05-30 10:30:00,693.0799256505576,10:30:00,10,2,1
403,535,2018-05-30 11:30:00,651.5981308411215,11:30:00,11,2,1
404,586,2018-05-30 12:00:00,679.8122866894198,12:00:00,12,2,1
405,538,2018-05-30 12:30:00,652.0594795539033,12:30:00,12,2,1
406,511,2018-05-30 13:30:00,609.53228962818,13:30:00,13,2,1
407,525,2018-05-30 14:30:00,664.0952380952381,14:30:00,14,2,1
408,470,2018-05-30 15:00:00,647.068085106383,15:00:00,15,2,1
409,528,2018-05-30 15:30:00,677.7632575757576,15:30:00,15,2,1
410,440,2018-05-30 16:30:00,807.4227272727272,16:30:00,16,2,1
411,282,2018-05-30 17:30:00,757.1595744680851,17:30:00,17,2,1
412,187,2018-05-30 18:00:00,775.620320855615,18:00:00,18,2,1
413,139,2018-05-30 18:30:00,537.5395683453237,18:30:00,18,2,1
414,1,2018-05-30 19:00:00,3196.0,19:00:00,19,2,0
415,1,2018-05-30 19:30:00,1085.0,19:30:00,19,2,0
416,86,2018-05-31 07:30:00,538.1279069767442,07:30:00,7,3,1
417,243,2018-05-31 08:00:00,609.4320987654321,08:00:00,8,3,1
418,317,2018-05-31 08:30:00,646.2397476340694,08:30:00,8,3,1
419,441,2018-05-31 09:00:00,657.0272108843537,09:00:00,9,3,1
420,447,2018-05-31 09:30:00,645.5973154362416,09:30:00,9,3,1
421,468,2018-05-31 10:00:00,695.3205128205128,10:00:00,10,3,1
422,459,2018-05-31 10:30:00,672.4357298474946,10:30:00,10,3,1
423,523,2018-05-31 11:30:00,614.0822179732313,11:30:00,11,3,1
424,511,2018-05-31 12:00:00,671.5557729941291,12:00:00,12,3,1
425,567,2018-05-31 12:30:00,665.8994708994709,12:30:00,12,3,1
426,468,2018-05-31 13:30:00,647.4166666666666,13:30:00,13,3,1
427,445,2018-05-31 14:30:00,668.4831460674158,14:30:00,14,3,1
428,489,2018-05-31 15:00:00,660.4662576687117,15:00:00,15,3,1
429,492,2018-05-31 15:30:00,700.9471544715448,15:30:00,15,3,1
430,361,2018-05-31 16:30:00,640.4265927977839,16:30:00,16,3,1
431,254,2018-05-31 17:30:00,786.4606299212599,17:30:00,17,3,1
432,144,2018-05-31 18:00:00,708.1805555555555,18:00:00,18,3,1
433,121,2018-05-31 18:30:00,671.1487603305785,18:30:00,18,3,1
434,4,2018-05-31 19:00:00,267.25,19:00:00,19,3,0
435,3,2018-05-31 19:30:00,207.33333333333334,19:30:00,19,3,0
436,135,2018-06-01 07:30:00,543.074074074074,07:30:00,7,4,1
437,228,2018-06-01 08:00:00,616.4429824561404,08:00:00,8,4,1
438,245,2018-06-01 08:30:00,593.3224489795919,08:30:00,8,4,1
439,451,2018-06-01 09:00:00,670.4079822616408,09:00:00,9,4,1
440,432,2018-06-01 09:30:00,674.2685185185185,09:30:00,9,4,1
441,486,2018-06-01 10:00:00,714.3621399176955,10:00:00,10,4,1
442,445,2018-06-01 10:30:00,710.9078651685393,10:30:00,10,4,1
443,488,2018-06-01 11:30:00,647.7684426229508,11:30:00,11,4,1
444,464,2018-06-01 12:00:00,687.323275862069,12:00:00,12,4,1
445,518,2018-06-01 12:30:00,685.1988416988416,12:30:00,12,4,1
446,476,2018-06-01 13:30:00,683.5693277310925,13:30:00,13,4,1
447,494,2018-06-01 14:30:00,662.004048582996,14:30:00,14,4,1
448,413,2018-06-01 15:00:00,691.8014527845037,15:00:00,15,4,1
449,357,2018-06-01 15:30:00,680.2633053221289,15:30:00,15,4,1
450,375,2018-06-01 16:30:00,705.6026666666667,16:30:00,16,4,1
451,252,2018-06-01 17:30:00,649.9603174603175,17:30:00,17,4,1
452,159,2018-06-01 18:00:00,700.062893081761,18:00:00,18,4,1
453,125,2018-06-01 18:30:00,563.608,18:30:00,18,4,1
454,4,2018-06-01 19:00:00,593.75,19:00:00,19,4,0
455,3,2018-06-01 19:30:00,474.3333333333333,19:30:00,19,4,0
456,150,2018-06-04 07:00:00,506.24,07:00:00,7,0,1
457,170,2018-06-04 07:30:00,547.2470588235294,07:30:00,7,0,1
458,390,2018-06-04 08:00:00,630.1564102564103,08:00:00,8,0,1
459,371,2018-06-04 08:30:00,661.4878706199461,08:30:00,8,0,1
460,559,2018-06-04 09:00:00,687.2093023255813,09:00:00,9,0,1
461,457,2018-06-04 09:30:00,667.2866520787746,09:30:00,9,0,1
462,535,2018-06-04 10:00:00,552.0710280373831,10:00:00,10,0,1
463,718,2018-06-04 10:30:00,596.7576601671309,10:30:00,10,0,1
464,546,2018-06-04 11:00:00,663.5860805860806,11:00:00,11,0,1
465,550,2018-06-04 11:30:00,603.1490909090909,11:30:00,11,0,1
466,679,2018-06-04 12:00:00,641.559646539028,12:00:00,12,0,1
467,614,2018-06-04 12:30:00,700.3973941368079,12:30:00,12,0,1
468,501,2018-06-04 13:00:00,694.9041916167664,13:00:00,13,0,1
469,495,2018-06-04 13:30:00,696.5353535353536,13:30:00,13,0,1
470,575,2018-06-04 14:00:00,724.0921739130434,14:00:00,14,0,1
471,532,2018-06-04 14:30:00,757.124060150376,14:30:00,14,0,1
472,485,2018-06-04 15:00:00,733.8226804123711,15:00:00,15,0,1
473,500,2018-06-04 15:30:00,702.694,15:30:00,15,0,1
474,451,2018-06-04 16:00:00,744.4257206208425,16:00:00,16,0,1
475,368,2018-06-04 16:30:00,708.0978260869565,16:30:00,16,0,1
476,355,2018-06-04 17:00:00,705.4197183098591,17:00:00,17,0,1
477,308,2018-06-04 17:30:00,742.5974025974026,17:30:00,17,0,1
478,178,2018-06-04 18:00:00,618.1404494382023,18:00:00,18,0,1
479,193,2018-06-04 18:30:00,573.041450777202,18:30:00,18,0,1
480,5,2018-06-04 19:00:00,576.8,19:00:00,19,0,0
481,2,2018-06-04 19:30:00,14.0,19:30:00,19,0,0
482,100,2018-06-05 07:00:00,456.94,07:00:00,7,1,1
483,171,2018-06-05 07:30:00,586.9649122807018,07:30:00,7,1,1
484,268,2018-06-05 08:00:00,613.3694029850747,08:00:00,8,1,1
485,274,2018-06-05 08:30:00,573.2299270072992,08:30:00,8,1,1
486,441,2018-06-05 09:00:00,695.2403628117913,09:00:00,9,1,1
487,461,2018-06-05 09:30:00,665.4989154013015,09:30:00,9,1,1
488,478,2018-06-05 10:00:00,602.5794979079498,10:00:00,10,1,1
489,484,2018-06-05 10:30:00,625.7603305785124,10:30:00,10,1,1
490,476,2018-06-05 11:00:00,688.2373949579832,11:00:00,11,1,1
491,463,2018-06-05 11:30:00,662.488120950324,11:30:00,11,1,1
492,559,2018-06-05 12:00:00,673.737030411449,12:00:00,12,1,1
493,505,2018-06-05 12:30:00,632.8673267326733,12:30:00,12,1,1
494,540,2018-06-05 13:00:00,610.0351851851852,13:00:00,13,1,1
495,491,2018-06-05 13:30:00,649.1059063136456,13:30:00,13,1,1
496,492,2018-06-05 14:00:00,638.0467479674796,14:00:00,14,1,1
497,484,2018-06-05 14:30:00,667.7293388429752,14:30:00,14,1,1
498,497,2018-06-05 15:00:00,695.9336016096579,15:00:00,15,1,1
499,396,2018-06-05 15:30:00,684.6919191919192,15:30:00,15,1,1
500,379,2018-06-05 16:00:00,664.8839050131926,16:00:00,16,1,1
501,399,2018-06-05 16:30:00,702.0726817042606,16:30:00,16,1,1
502,366,2018-06-05 17:00:00,706.3579234972677,17:00:00,17,1,1
503,258,2018-06-05 17:30:00,726.2674418604652,17:30:00,17,1,1
504,155,2018-06-05 18:00:00,810.3806451612903,18:00:00,18,1,1
505,175,2018-06-05 18:30:00,502.4685714285714,18:30:00,18,1,1
506,7,2018-06-05 19:00:00,372.0,19:00:00,19,1,0
507,3,2018-06-05 19:30:00,98.33333333333333,19:30:00,19,1,0
508,100,2018-06-06 07:00:00,487.27,07:00:00,7,2,1
509,121,2018-06-06 07:30:00,524.2148760330579,07:30:00,7,2,1
510,238,2018-06-06 08:00:00,639.7142857142857,08:00:00,8,2,1
511,206,2018-06-06 08:30:00,586.0970873786408,08:30:00,8,2,1
512,325,2018-06-06 09:00:00,664.0646153846154,09:00:00,9,2,1
513,364,2018-06-06 09:30:00,686.804945054945,09:30:00,9,2,1
514,377,2018-06-06 10:00:00,634.5384615384615,10:00:00,10,2,1
515,406,2018-06-06 10:30:00,658.8448275862069,10:30:00,10,2,1
516,399,2018-06-06 11:00:00,647.5889724310777,11:00:00,11,2,1
517,487,2018-06-06 11:30:00,669.170431211499,11:30:00,11,2,1
518,467,2018-06-06 12:00:00,697.6531049250535,12:00:00,12,2,1
519,404,2018-06-06 12:30:00,735.5173267326733,12:30:00,12,2,1
520,451,2018-06-06 13:00:00,665.1552106430155,13:00:00,13,2,1
521,402,2018-06-06 13:30:00,682.4626865671642,13:30:00,13,2,1
522,369,2018-06-06 14:00:00,630.6639566395664,14:00:00,14,2,1
523,399,2018-06-06 14:30:00,666.421052631579,14:30:00,14,2,1
524,379,2018-06-06 15:00:00,685.9947229551451,15:00:00,15,2,1
525,336,2018-06-06 15:30:00,659.547619047619,15:30:00,15,2,1
526,276,2018-06-06 16:00:00,724.2427536231884,16:00:00,16,2,1
527,301,2018-06-06 16:30:00,639.9269102990033,16:30:00,16,2,1
528,274,2018-06-06 17:00:00,659.9124087591241,17:00:00,17,2,1
529,226,2018-06-06 17:30:00,656.4823008849557,17:30:00,17,2,1
530,173,2018-06-06 18:00:00,691.7225433526012,18:00:00,18,2,1
531,142,2018-06-06 18:30:00,543.3239436619718,18:30:00,18,2,1
532,7,2018-06-06 19:00:00,284.85714285714283,19:00:00,19,2,0
533,5,2018-06-06 19:30:00,170.4,19:30:00,19,2,0
534,101,2018-06-07 07:00:00,473.6930693069307,07:00:00,7,3,1
535,130,2018-06-07 07:30:00,530.3384615384615,07:30:00,7,3,1
536,248,2018-06-07 08:00:00,610.8387096774194,08:00:00,8,3,1
537,252,2018-06-07 08:30:00,626.5079365079365,08:30:00,8,3,1
538,358,2018-06-07 09:00:00,715.1424581005587,09:00:00,9,3,1
539,348,2018-06-07 09:30:00,693.2557471264367,09:30:00,9,3,1
540,329,2018-06-07 10:00:00,643.0759878419453,10:00:00,10,3,1
541,372,2018-06-07 10:30:00,641.5403225806451,10:30:00,10,3,1
542,395,2018-06-07 11:00:00,659.0962025316455,11:00:00,11,3,1
543,506,2018-06-07 11:30:00,703.8083003952569,11:30:00,11,3,1
544,443,2018-06-07 12:00:00,666.9300225733634,12:00:00,12,3,1
545,524,2018-06-07 12:30:00,638.2290076335878,12:30:00,12,3,1
546,419,2018-06-07 13:00:00,701.7422434367542,13:00:00,13,3,1
547,365,2018-06-07 13:30:00,653.8438356164384,13:30:00,13,3,1
548,487,2018-06-07 14:00:00,681.2053388090349,14:00:00,14,3,1
549,352,2018-06-07 14:30:00,715.5255681818181,14:30:00,14,3,1
550,371,2018-06-07 15:00:00,743.5390835579515,15:00:00,15,3,1
551,369,2018-06-07 15:30:00,715.7317073170732,15:30:00,15,3,1
552,319,2018-06-07 16:00:00,638.7429467084639,16:00:00,16,3,1
553,344,2018-06-07 16:30:00,754.1133720930233,16:30:00,16,3,1
554,207,2018-06-07 17:00:00,685.5748792270531,17:00:00,17,3,1
555,196,2018-06-07 17:30:00,666.4897959183673,17:30:00,17,3,1
556,151,2018-06-07 18:00:00,676.9271523178808,18:00:00,18,3,1
557,116,2018-06-07 18:30:00,588.6120689655172,18:30:00,18,3,1
558,3,2018-06-07 19:00:00,111.66666666666667,19:00:00,19,3,0
559,72,2018-06-08 07:00:00,520.0972222222222,07:00:00,7,4,1
560,82,2018-06-08 07:30:00,473.2560975609756,07:30:00,7,4,1
561,236,2018-06-08 08:00:00,630.0,08:00:00,8,4,1
562,246,2018-06-08 08:30:00,602.6219512195122,08:30:00,8,4,1
563,378,2018-06-08 09:00:00,708.2328042328043,09:00:00,9,4,1
564,413,2018-06-08 09:30:00,655.1138014527845,09:30:00,9,4,1
565,443,2018-06-08 10:00:00,697.5349887133183,10:00:00,10,4,1
566,422,2018-06-08 10:30:00,661.6255924170616,10:30:00,10,4,1
567,469,2018-06-08 11:00:00,644.8784648187633,11:00:00,11,4,1
568,477,2018-06-08 11:30:00,695.069182389937,11:30:00,11,4,1
569,456,2018-06-08 12:00:00,739.2938596491229,12:00:00,12,4,1
570,402,2018-06-08 12:30:00,673.6169154228855,12:30:00,12,4,1
571,406,2018-06-08 13:00:00,682.2044334975369,13:00:00,13,4,1
572,442,2018-06-08 13:30:00,666.8280542986425,13:30:00,13,4,1
573,422,2018-06-08 14:00:00,678.5616113744076,14:00:00,14,4,1
574,375,2018-06-08 14:30:00,691.368,14:30:00,14,4,1
575,390,2018-06-08 15:00:00,661.8205128205128,15:00:00,15,4,1
576,390,2018-06-08 15:30:00,663.8153846153846,15:30:00,15,4,1
577,324,2018-06-08 16:00:00,625.7376543209876,16:00:00,16,4,1
578,339,2018-06-08 16:30:00,659.1386430678466,16:30:00,16,4,1
579,249,2018-06-08 17:00:00,651.8634538152611,17:00:00,17,4,1
580,147,2018-06-08 17:30:00,743.8231292517007,17:30:00,17,4,1
581,131,2018-06-08 18:00:00,627.1374045801526,18:00:00,18,4,1
582,120,2018-06-08 18:30:00,520.4416666666667,18:30:00,18,4,1
583,1,2018-06-08 19:00:00,78.0,19:00:00,19,4,0
584,5,2018-06-08 19:30:00,1074.0,19:30:00,19,4,0
585,122,2018-06-11 07:30:00,483.41803278688525,07:30:00,7,0,1
586,356,2018-06-11 08:00:00,607.8426966292135,08:00:00,8,0,1
587,361,2018-06-11 08:30:00,621.8947368421053,08:30:00,8,0,1
588,535,2018-06-11 09:00:00,667.4168224299066,09:00:00,9,0,1
589,457,2018-06-11 09:30:00,711.6542669584245,09:30:00,9,0,1
590,499,2018-06-11 10:00:00,655.6653306613226,10:00:00,10,0,1
591,538,2018-06-11 10:30:00,660.7769516728624,10:30:00,10,0,1
592,494,2018-06-11 11:30:00,686.914979757085,11:30:00,11,0,1
593,549,2018-06-11 12:00:00,654.8069216757741,12:00:00,12,0,1
594,545,2018-06-11 12:30:00,693.7798165137615,12:30:00,12,0,1
595,497,2018-06-11 13:30:00,627.8672032193159,13:30:00,13,0,1
596,556,2018-06-11 14:30:00,751.3129496402878,14:30:00,14,0,1
597,523,2018-06-11 15:00:00,701.2122370936903,15:00:00,15,0,1
598,466,2018-06-11 15:30:00,690.9592274678112,15:30:00,15,0,1
599,400,2018-06-11 16:30:00,734.87,16:30:00,16,0,1
600,297,2018-06-11 17:30:00,694.3232323232323,17:30:00,17,0,1
601,182,2018-06-11 18:00:00,712.7692307692307,18:00:00,18,0,1
602,150,2018-06-11 18:30:00,619.2933333333333,18:30:00,18,0,1
603,6,2018-06-11 19:00:00,429.3333333333333,19:00:00,19,0,0
604,5,2018-06-11 19:30:00,825.6,19:30:00,19,0,0
605,139,2018-06-12 07:30:00,495.28057553956836,07:30:00,7,1,1
606,238,2018-06-12 08:00:00,639.3697478991596,08:00:00,8,1,1
607,282,2018-06-12 08:30:00,603.4007092198582,08:30:00,8,1,1
608,405,2018-06-12 09:00:00,635.8246913580247,09:00:00,9,1,1
609,454,2018-06-12 09:30:00,675.9889867841409,09:30:00,9,1,1
610,437,2018-06-12 10:00:00,684.3409610983982,10:00:00,10,1,1
611,407,2018-06-12 10:30:00,661.1326781326782,10:30:00,10,1,1
612,580,2018-06-12 11:30:00,544.3224137931035,11:30:00,11,1,1
613,539,2018-06-12 12:00:00,642.7458256029685,12:00:00,12,1,1
614,484,2018-06-12 12:30:00,689.6694214876034,12:30:00,12,1,1
615,470,2018-06-12 13:30:00,680.3617021276596,13:30:00,13,1,1
616,478,2018-06-12 14:30:00,710.7928870292887,14:30:00,14,1,1
617,423,2018-06-12 15:00:00,678.9479905437353,15:00:00,15,1,1
618,417,2018-06-12 15:30:00,671.2350119904077,15:30:00,15,1,1
619,389,2018-06-12 16:30:00,700.6786632390746,16:30:00,16,1,1
620,246,2018-06-12 17:30:00,712.9512195121952,17:30:00,17,1,1
621,213,2018-06-12 18:00:00,653.7511737089202,18:00:00,18,1,1
622,163,2018-06-12 18:30:00,559.638036809816,18:30:00,18,1,1
623,1,2018-06-12 19:00:00,575.0,19:00:00,19,1,0
624,3,2018-06-12 19:30:00,337.0,19:30:00,19,1,0
625,112,2018-06-13 07:30:00,494.25892857142856,07:30:00,7,2,1
626,190,2018-06-13 08:00:00,567.9368421052632,08:00:00,8,2,1
627,227,2018-06-13 08:30:00,559.6035242290749,08:30:00,8,2,1
628,382,2018-06-13 09:00:00,702.1073298429319,09:00:00,9,2,1
629,357,2018-06-13 09:30:00,664.4033613445379,09:30:00,9,2,1
630,386,2018-06-13 10:00:00,640.4481865284974,10:00:00,10,2,1
631,397,2018-06-13 10:30:00,687.1662468513854,10:30:00,10,2,1
632,453,2018-06-13 11:30:00,648.7483443708609,11:30:00,11,2,1
633,455,2018-06-13 12:00:00,659.2197802197802,12:00:00,12,2,1
634,445,2018-06-13 12:30:00,668.3775280898876,12:30:00,12,2,1
635,396,2018-06-13 13:30:00,669.7727272727273,13:30:00,13,2,1
636,393,2018-06-13 14:30:00,613.3409669211196,14:30:00,14,2,1
637,401,2018-06-13 15:00:00,589.5187032418953,15:00:00,15,2,1
638,409,2018-06-13 15:30:00,642.7457212713937,15:30:00,15,2,1
639,315,2018-06-13 16:30:00,715.9047619047619,16:30:00,16,2,1
640,213,2018-06-13 17:30:00,641.206572769953,17:30:00,17,2,1
641,102,2018-06-13 18:00:00,707.4313725490196,18:00:00,18,2,1
642,124,2018-06-13 18:30:00,530.6129032258065,18:30:00,18,2,1
643,1,2018-06-13 19:00:00,252.0,19:00:00,19,2,0
644,3,2018-06-13 19:30:00,158.0,19:30:00,19,2,0
645,103,2018-06-14 07:30:00,499.6019417475728,07:30:00,7,3,1
646,217,2018-06-14 08:00:00,605.7880184331797,08:00:00,8,3,1
647,277,2018-06-14 08:30:00,649.3862815884477,08:30:00,8,3,1
648,385,2018-06-14 09:00:00,661.9818181818182,09:00:00,9,3,1
649,381,2018-06-14 09:30:00,672.6561679790026,09:30:00,9,3,1
650,414,2018-06-14 10:00:00,625.3623188405797,10:00:00,10,3,1
651,463,2018-06-14 10:30:00,690.3714902807775,10:30:00,10,3,1
652,475,2018-06-14 11:30:00,617.3326315789474,11:30:00,11,3,1
653,461,2018-06-14 12:00:00,712.1106290672451,12:00:00,12,3,1
654,453,2018-06-14 12:30:00,703.2317880794702,12:30:00,12,3,1
655,404,2018-06-14 13:30:00,714.8589108910891,13:30:00,13,3,1
656,386,2018-06-14 14:30:00,678.4663212435233,14:30:00,14,3,1
657,421,2018-06-14 15:00:00,611.5819477434679,15:00:00,15,3,1
658,381,2018-06-14 15:30:00,660.7060367454068,15:30:00,15,3,1
659,361,2018-06-14 16:30:00,689.3601108033241,16:30:00,16,3,1
660,217,2018-06-14 17:30:00,668.1612903225806,17:30:00,17,3,1
661,154,2018-06-14 18:00:00,609.8376623376623,18:00:00,18,3,1
662,155,2018-06-14 18:30:00,522.2967741935483,18:30:00,18,3,1
663,2,2018-06-14 19:00:00,417.0,19:00:00,19,3,0
664,9,2018-06-14 19:30:00,416.55555555555554,19:30:00,19,3,0
665,134,2018-06-15 07:30:00,565.2835820895523,07:30:00,7,4,1
666,251,2018-06-15 08:00:00,623.7729083665339,08:00:00,8,4,1
667,233,2018-06-15 08:30:00,673.62660944206,08:30:00,8,4,1
668,404,2018-06-15 09:00:00,655.1460396039604,09:00:00,9,4,1
669,393,2018-06-15 09:30:00,763.6259541984733,09:30:00,9,4,1
670,347,2018-06-15 10:00:00,740.4149855907781,10:00:00,10,4,1
671,353,2018-06-15 10:30:00,707.056657223796,10:30:00,10,4,1
672,490,2018-06-15 11:30:00,602.8306122448979,11:30:00,11,4,1
673,400,2018-06-15 12:00:00,700.6075,12:00:00,12,4,1
674,374,2018-06-15 12:30:00,693.0828877005348,12:30:00,12,4,1
675,337,2018-06-15 13:30:00,698.1097922848664,13:30:00,13,4,1
676,343,2018-06-15 14:30:00,734.6559766763849,14:30:00,14,4,1
677,327,2018-06-15 15:00:00,749.3516819571865,15:00:00,15,4,1
678,272,2018-06-15 15:30:00,652.0845588235294,15:30:00,15,4,1
679,248,2018-06-15 16:30:00,706.7701612903226,16:30:00,16,4,1
680,203,2018-06-15 17:30:00,599.5221674876848,17:30:00,17,4,1
681,112,2018-06-15 18:00:00,650.5982142857143,18:00:00,18,4,1
682,92,2018-06-15 18:30:00,460.3152173913044,18:30:00,18,4,1
683,2,2018-06-15 19:00:00,267.5,19:00:00,19,4,0
684,2,2018-06-15 19:30:00,512.0,19:30:00,19,4,0
685,139,2018-06-18 07:30:00,531.0287769784172,07:30:00,7,0,1
686,307,2018-06-18 08:00:00,591.8208469055375,08:00:00,8,0,1
687,370,2018-06-18 08:30:00,627.7189189189189,08:30:00,8,0,1
688,507,2018-06-18 09:00:00,717.0335305719921,09:00:00,9,0,1
689,463,2018-06-18 09:30:00,723.8747300215982,09:30:00,9,0,1
690,459,2018-06-18 10:00:00,670.6209150326797,10:00:00,10,0,1
691,466,2018-06-18 10:30:00,699.137339055794,10:30:00,10,0,1
692,528,2018-06-18 11:30:00,670.5265151515151,11:30:00,11,0,1
693,526,2018-06-18 12:00:00,722.3269961977186,12:00:00,12,0,1
694,460,2018-06-18 12:30:00,722.25,12:30:00,12,0,1
695,464,2018-06-18 13:30:00,628.4116379310345,13:30:00,13,0,1
696,486,2018-06-18 14:30:00,733.2962962962963,14:30:00,14,0,1
697,454,2018-06-18 15:00:00,676.7202643171806,15:00:00,15,0,1
698,474,2018-06-18 15:30:00,694.8037974683544,15:30:00,15,0,1
699,346,2018-06-18 16:30:00,677.3439306358382,16:30:00,16,0,1
700,232,2018-06-18 17:30:00,693.6379310344828,17:30:00,17,0,1
701,218,2018-06-18 18:00:00,690.9724770642201,18:00:00,18,0,1
702,164,2018-06-18 18:30:00,512.1524390243902,18:30:00,18,0,1
703,3,2018-06-18 19:00:00,383.0,19:00:00,19,0,0
704,7,2018-06-18 19:30:00,178.57142857142858,19:30:00,19,0,0
705,98,2018-06-19 07:30:00,456.6530612244898,07:30:00,7,1,1
706,284,2018-06-19 08:00:00,659.8415492957746,08:00:00,8,1,1
707,230,2018-06-19 08:30:00,639.9391304347826,08:30:00,8,1,1
708,405,2018-06-19 09:00:00,673.2246913580246,09:00:00,9,1,1
709,351,2018-06-19 09:30:00,652.8632478632478,09:30:00,9,1,1
710,372,2018-06-19 10:00:00,656.3494623655914,10:00:00,10,1,1
711,419,2018-06-19 10:30:00,654.6849642004773,10:30:00,10,1,1
712,432,2018-06-19 11:30:00,686.7638888888889,11:30:00,11,1,1
713,482,2018-06-19 12:00:00,685.2385892116182,12:00:00,12,1,1
714,383,2018-06-19 12:30:00,737.1932114882507,12:30:00,12,1,1
715,386,2018-06-19 13:30:00,733.1865284974093,13:30:00,13,1,1
716,354,2018-06-19 14:30:00,631.957627118644,14:30:00,14,1,1
717,350,2018-06-19 15:00:00,689.8142857142857,15:00:00,15,1,1
718,378,2018-06-19 15:30:00,629.9312169312169,15:30:00,15,1,1
719,405,2018-06-19 16:30:00,677.1876543209877,16:30:00,16,1,1
720,193,2018-06-19 17:30:00,650.5336787564767,17:30:00,17,1,1
721,167,2018-06-19 18:00:00,674.5209580838323,18:00:00,18,1,1
722,165,2018-06-19 18:30:00,563.230303030303,18:30:00,18,1,1
723,3,2018-06-19 19:00:00,403.0,19:00:00,19,1,0
724,2,2018-06-19 19:30:00,620.5,19:30:00,19,1,0
725,120,2018-06-20 07:30:00,619.2333333333333,07:30:00,7,2,1
726,247,2018-06-20 08:00:00,614.0769230769231,08:00:00,8,2,1
727,240,2018-06-20 08:30:00,732.1958333333333,08:30:00,8,2,1
728,363,2018-06-20 09:00:00,623.2782369146006,09:00:00,9,2,1
729,314,2018-06-20 09:30:00,735.6114649681529,09:30:00,9,2,1
730,381,2018-06-20 10:00:00,713.6745406824147,10:00:00,10,2,1
731,388,2018-06-20 10:30:00,695.3943298969073,10:30:00,10,2,1
732,421,2018-06-20 11:30:00,700.790973871734,11:30:00,11,2,1
733,416,2018-06-20 12:00:00,714.4519230769231,12:00:00,12,2,1
734,419,2018-06-20 12:30:00,711.1384248210023,12:30:00,12,2,1
735,403,2018-06-20 13:30:00,630.4292803970224,13:30:00,13,2,1
736,467,2018-06-20 14:30:00,710.0942184154176,14:30:00,14,2,1
737,452,2018-06-20 15:00:00,673.7035398230089,15:00:00,15,2,1
738,416,2018-06-20 15:30:00,625.6706730769231,15:30:00,15,2,1
739,327,2018-06-20 16:30:00,732.9847094801223,16:30:00,16,2,1
740,224,2018-06-20 17:30:00,672.5357142857143,17:30:00,17,2,1
741,130,2018-06-20 18:00:00,661.4923076923077,18:00:00,18,2,1
742,91,2018-06-20 18:30:00,493.8131868131868,18:30:00,18,2,1
743,5,2018-06-20 19:00:00,185.2,19:00:00,19,2,0
744,5,2018-06-20 19:30:00,874.8,19:30:00,19,2,0
745,77,2018-06-21 07:30:00,568.7662337662338,07:30:00,7,3,1
746,229,2018-06-21 08:00:00,674.0218340611353,08:00:00,8,3,1
747,231,2018-06-21 08:30:00,645.4112554112554,08:30:00,8,3,1
748,338,2018-06-21 09:00:00,705.7662721893491,09:00:00,9,3,1
749,276,2018-06-21 09:30:00,731.1413043478261,09:30:00,9,3,1
750,336,2018-06-21 10:00:00,633.3303571428571,10:00:00,10,3,1
751,335,2018-06-21 10:30:00,669.955223880597,10:30:00,10,3,1
752,390,2018-06-21 11:30:00,581.6435897435897,11:30:00,11,3,1
753,483,2018-06-21 12:00:00,601.0828157349896,12:00:00,12,3,1
754,417,2018-06-21 12:30:00,720.189448441247,12:30:00,12,3,1
755,379,2018-06-21 13:30:00,722.6174142480211,13:30:00,13,3,1
756,413,2018-06-21 14:30:00,734.6222760290557,14:30:00,14,3,1
757,386,2018-06-21 15:00:00,706.3756476683938,15:00:00,15,3,1
758,300,2018-06-21 15:30:00,764.28,15:30:00,15,3,1
759,309,2018-06-21 16:30:00,639.4207119741101,16:30:00,16,3,1
760,243,2018-06-21 17:30:00,617.2057613168724,17:30:00,17,3,1
